loc,dow,hr,traffic
DE,5,13,0.7163553694267513
DE,5,14,0.7206058089171975
DE,5,15,0.724445993630573
DE,5,16,0.7263146242038215
DE,5,17,0.7399953630573248
DE,5,18,0.7802063821656052
DE,5,19,0.8140664012738853
DE,5,20,0.8207373949044589
DE,5,21,0.7774762611464969
DE,5,22,0.6780505031847132
DE,5,23,0.5496961464968154
DE,6,0,0.4486407324840765
DE,6,1,0.3658665732484077
DE,6,2,0.32076966878980895
DE,6,3,0.3155857579617835
DE,6,4,0.3414324904458599
DE,6,5,0.3986718216560509
DE,6,6,0.4761351783439488
DE,6,7,0.5405198152866241
DE,6,8,0.5918688980891718
DE,6,9,0.6307805222929936
DE,6,10,0.6600672038216561
DE,6,11,0.6786672675159234
DE,6,12,0.6931139745222931
DE,6,13,0.6972654585987257
DE,6,14,0.7072910509554141
DE,6,15,0.7106378343949042
DE,6,16,0.7152500254777071
DE,6,17,0.7290642929936307
DE,6,18,0.7606787197452229
DE,6,19,0.7890538407643309
DE,6,20,0.8009428089171978
DE,6,21,0.7684261273885351
DE,6,22,0.6815380063694265
DE,6,23,0.566327592356688
ES,0,0,0.3523682165605095
ES,0,1,0.266605643312102
ES,0,2,0.19874708917197448
ES,0,3,0.16059257324840762
ES,0,4,0.14541453503184715
ES,0,5,0.16165426751592352
ES,0,6,0.19996084713375797
ES,0,7,0.2682967261146497
ES,0,8,0.3395182611464968
ES,0,9,0.39876568152866254
ES,0,10,0.4458615350318473
ES,0,11,0.47679546496815295
ES,0,12,0.5010232802547766
ES,0,13,0.5417555095541402
ES,0,14,0.5951569745222931
ES,0,15,0.6282829426751595
ES,0,16,0.6374280191082801
ES,0,17,0.6437482611464969
ES,0,18,0.6536475541401273
ES,0,19,0.6829443885350316
ES,0,20,0.7319929363057326
ES,0,21,0.6871334649681525
ES,0,22,0.5473314394904458
ES,0,23,0.411474312101911
ES,1,0,0.29933882165605097
ES,1,1,0.21815716560509552
ES,1,2,0.1644010828025477
ES,1,3,0.1377400382165605
ES,1,4,0.141777127388535
ES,1,5,0.18378652229299366
ES,1,6,0.24255356050955423
ES,1,7,0.302246076433121
ES,1,8,0.34837142038216545
